OTU ID	Consensus Lineage
6049	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
6052	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae;Hymenobacter
6053	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae
6054	
6056	
6058	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
6059	Proteobacteria;Alphaproteobacteria
6064	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
6072	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Actinomycineae;Actinomycetaceae;Actinomyces
6074	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
6077	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus
6078	
6082	
6083	TM7;TM7_genera_incertae_sedis
6086	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae
6087	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
6092	
6093	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
6100	Bacteroidetes;Bacteroidetes;Bacteroidales;Bacteroidaceae;Bacteroides
6101	Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio
6103	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
6104	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
6105	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
6110	
6113	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae;Rubrobacteraceae;Rubrobacter
6117	
6119	
6122	Proteobacteria
6124	
6126	
6128	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
6129	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas
6130	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax
6144	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Crenotrichaceae
6147	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
6151	
6158	
6161	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae
6167	Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacteriaceae 1;Desemzia
6168	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
6171	Proteobacteria
6172	
6175	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
6179	Bacteroidetes;Bacteroidetes;Bacteroidales;Porphyromonadaceae;Porphyromonas
6181	Proteobacteria;Alphaproteobacteria;Rhizobiales
6188	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium
6194	Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Bilophila
6197	Bacteroidetes;Bacteroidetes;Bacteroidales;Prevotellaceae
6200	
6202	Proteobacteria;Gammaproteobacteria
6206	Proteobacteria;Alphaproteobacteria
6210	
6219	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae
6220	Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacterium
6229	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Gordoniaceae;Gordonia
6234	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Actinomycineae;Actinomycetaceae;Actinomyces
6236	
6240	Firmicutes;Bacilli;Bacillales;Planococcaceae;Pasteuriaceae Incertae Sedis
6241	Bacteroidetes
6242	Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus
6246	TM7;TM7_genera_incertae_sedis
6256	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae;Nocardioidaceae;Nocardioides
6257	Proteobacteria
6258	Proteobacteria
6260	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae
6265	Bacteroidetes
6267	Nitrospira;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira
6268	Proteobacteria;Alphaproteobacteria;Rhizobiales
6278	Proteobacteria
6279	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
6286	Proteobacteria;Alphaproteobacteria
6287	
6288	Proteobacteria;Deltaproteobacteria;Myxococcales;Sorangineae;Polyangiaceae
6292	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Actinomycineae;Actinomycetaceae;Actinomyces
6296	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
6300	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae;Nocardioidaceae;Nocardioides
6306	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
6308	
6309	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae
6310	
6323	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
6329	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Crenotrichaceae;Terrimonas
6338	
6345	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
6351	Proteobacteria;Alphaproteobacteria
6355	
6360	
6362	
6364	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Xiphinematobacteriaceae;Xiphinematobacteriaceae_genera_incertae_sedis
6370	Bacteroidetes;Sphingobacteria;Sphingobacteriales
6374	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae
6378	
6379	Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella
6382	Proteobacteria;Alphaproteobacteria
6395	
6396	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae;Nocardioidaceae
6397	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
6400	Proteobacteria;Alphaproteobacteria;Rhizobiales
6401	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae;Rubrobacteraceae;Rubrobacter
6405	
6412	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema
6414	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
6419	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium
6421	Firmicutes;Bacilli;Bacillales;Bacillaceae
6425	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Arthrobacter
6426	Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae
6432	Firmicutes;Bacilli;Bacillales
6435	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
6440	Proteobacteria
6442	Proteobacteria
6446	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp13
6448	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Defluviicoccus
6452	Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
6453	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae
6467	Cyanobacteria;Cyanobacteria
6469	Firmicutes;Clostridia;Clostridiales
6470	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Crenotrichaceae;Terrimonas
6477	Proteobacteria;Betaproteobacteria
6481	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
6486	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
6488	Proteobacteria
6490	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
6491	Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Bacteriovorax
6492	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
6493	
6494	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
6500	Proteobacteria;Alphaproteobacteria
6504	Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacterineae
6506	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
6508	Proteobacteria;Alphaproteobacteria
6509	Proteobacteria
6510	Proteobacteria;Alphaproteobacteria
6521	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae
6522	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae
6527	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae
6529	Proteobacteria;Alphaproteobacteria;Rhizobiales
6533	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
6540	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Rhodopila
6543	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
6551	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
6557	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillaceae 1
6566	
6567	Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae
6568	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
6572	OD1;OD1_genera_incertae_sedis
6574	Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacteriaceae 2;Granulicatella
6579	Proteobacteria;Deltaproteobacteria;Myxococcales;Sorangineae;Polyangiaceae
6582	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae
6583	
6585	Actinobacteria;Actinobacteria;Coriobacteridae;Coriobacteriales;Coriobacterineae;Coriobacteriaceae;Olsenella
6588	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp13
6589	Proteobacteria
6595	Firmicutes;Clostridia
6597	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
6609	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia
6610	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia
6611	Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae
6612	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae
6617	Proteobacteria;Betaproteobacteria;Burkholderiales;Incertae sedis 5
6618	
6624	
6628	
6632	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
6638	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
6640	Bacteroidetes
6657	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
6662	
6663	TM7;TM7_genera_incertae_sedis
6668	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
6670	
6672	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium
6675	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium
6685	Proteobacteria;Alphaproteobacteria;Rhizobiales
6689	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillaceae 1;Bacillus;Bacillus b
6691	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae
6692	
6694	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
6695	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp17
6696	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
6697	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
6702	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces
6705	
6707	
6714	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus
6719	
6729	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
6730	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
6732	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
6733	
6736	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
6739	
6740	
6756	
6757	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae
6767	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Dyella
6771	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Sphingobacteriaceae;Pedobacter
6774	
6775	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
6776	Root
6778	Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacterium
6781	Proteobacteria
6792	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
6795	Cyanobacteria;Cyanobacteria;Chloroplast;Chlorophyta
6798	Proteobacteria;Alphaproteobacteria
6806	
6807	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
6811	
6814	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillaceae 1;Bacillus;Bacillus c
6817	Proteobacteria
6822	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
6829	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae Incertae Sedis
6830	Proteobacteria;Betaproteobacteria
6836	Firmicutes;Clostridia;Clostridiales
6839	Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Pseudochrobactrum
6841	Bacteroidetes
6842	
6843	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae
6844	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
6845	Proteobacteria;Alphaproteobacteria;Rhizobiales
6846	
6854	
6859	
6867	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium
6871	Proteobacteria
6872	TM7;TM7_genera_incertae_sedis
6877	Bacteroidetes
6878	
6879	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
6888	
6896	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
6907	
6910	Bacteroidetes
6912	
6918	Bacteroidetes
6932	
6934	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
6937	Proteobacteria
6939	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
6945	Firmicutes;Bacilli;Bacillales;Planococcaceae
6947	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae
6950	Fusobacteria;Fusobacteria;Fusobacteriales
6953	
6956	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Crenotrichaceae;Terrimonas
6960	Firmicutes;Clostridia;Clostridiales
6966	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae;Dyadobacter
6973	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Microvirga
6978	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae
6979	Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
6982	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Arthrobacter
6984	Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium
6985	Firmicutes;Clostridia;Clostridiales;Incertae Sedis XI;Peptoniphilus
6986	
6988	Proteobacteria;Alphaproteobacteria;Rhizobiales
6989	Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Veillonella
6992	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae
6993	
6995	Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
6999	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae
7000	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae
7001	
7003	Proteobacteria;Betaproteobacteria
7007	Bacteroidetes;Sphingobacteria;Sphingobacteriales
7008	Proteobacteria;Betaproteobacteria;Burkholderiales;Incertae sedis 5;Azohydromonas
7010	Bacteroidetes
7011	
7017	Proteobacteria;Alphaproteobacteria;Rhizobiales
7021	Bacteroidetes;Sphingobacteria;Sphingobacteriales
7023	Proteobacteria;Deltaproteobacteria;Myxococcales;Sorangineae;Polyangiaceae
7030	Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
7033	Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Veillonella
7034	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae;Nocardioidaceae
7041	
7052	
7066	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae
7071	
7077	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
7081	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae
7083	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Pseudonocardineae;Actinosynnemataceae;Lentzea
7084	Proteobacteria;Betaproteobacteria
7085	Bacteroidetes;Sphingobacteria;Sphingobacteriales
7088	
7092	
7099	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae
7102	Bacteroidetes
7103	Firmicutes;Clostridia;Clostridiales;Incertae Sedis XI;Parvimonas
7106	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
7110	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
7114	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae;Patulibacteraceae;Patulibacter
7122	
7124	Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae;Fusobacterium
7127	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Crenotrichaceae;Terrimonas
7128	
7130	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
7145	
7148	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
7149	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
7152	Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Facklamia
7153	
7154	Proteobacteria
7155	Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae;Fusobacterium
7159	
7165	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Dermacoccaceae;Dermacoccus
7167	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
7168	
7172	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
7173	Bacteroidetes
7179	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae;Propionibacteriaceae;Propionibacterium
7180	Bacteroidetes
7188	Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacterium
7189	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Micrococcus
7190	Bacteroidetes
7193	Proteobacteria
7200	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
7207	Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Capnocytophaga
7208	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae;Rubrobacteraceae;Rubrobacter
7209	Proteobacteria;Alphaproteobacteria
7211	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae
7216	Bacteroidetes;Sphingobacteria;Sphingobacteriales
7218	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Catonella
7220	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
7221	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
7223	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Xiphinematobacteriaceae;Xiphinematobacteriaceae_genera_incertae_sedis
7228	Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylophilus
7229	Cyanobacteria;Cyanobacteria;Chloroplast;Cryptomonadaceae
7230	Bacteroidetes;Sphingobacteria;Sphingobacteriales
7232	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
7240	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium
7241	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
7244	Proteobacteria
7251	
7254	Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus
7258	Proteobacteria;Alphaproteobacteria
7260	
7262	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
7264	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
7269	
7274	
7275	
7279	Proteobacteria
7286	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae;Rubrobacteraceae;Rubrobacter
7288	
7289	Bacteroidetes;Bacteroidetes;Bacteroidales;Porphyromonadaceae;Porphyromonas
7292	Proteobacteria;Alphaproteobacteria;Rhizobiales
7293	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
7297	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
7300	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Curvibacter
7301	
7303	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia
7309	Bacteroidetes;Sphingobacteria;Sphingobacteriales
7310	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
7313	
7316	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
7317	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
7322	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium
7333	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
7334	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Arthrobacter
7337	Proteobacteria;Betaproteobacteria
7340	Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium
7347	TM7;TM7_genera_incertae_sedis
7348	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae;Rubrobacteraceae
7363	Bacteroidetes
7365	Proteobacteria;Alphaproteobacteria
7370	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Crenotrichaceae;Chitinophaga
7373	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
7380	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae
7383	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp5
7387	Firmicutes;Bacilli;Bacillales;Planococcaceae
7388	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
7391	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
7403	
7404	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
7414	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
7415	
7422	Bacteroidetes
7423	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
7428	Proteobacteria
7432	
7436	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Microbacteriaceae
7437	Bacteroidetes;Sphingobacteria;Sphingobacteriales
7443	TM7;TM7_genera_incertae_sedis
7444	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae;Rubrobacteraceae
7448	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum
7452	Bacteroidetes
7459	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
7465	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae
