OTU ID	Consensus Lineage
13746	
13747	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae;Rubrobacteraceae;Rubrobacter
13750	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae
13751	
13752	
13754	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium
13755	
13759	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
13761	Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Jeotgalicoccus
13763	TM7;TM7_genera_incertae_sedis
13765	
13768	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Photobacterium
13770	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae;Actinoplanes
13771	Proteobacteria
13773	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
13774	Firmicutes;Bacilli;Bacillales;Incertae Sedis XI;Gemella
13775	
13777	Proteobacteria
13780	Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
13781	Root
13782	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Dyella
13784	
13790	Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae
13793	Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus
13796	Actinobacteria;Actinobacteria
13797	Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus
13798	
13802	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
13803	Proteobacteria
13804	Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacterium
13805	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae
13809	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Cellulomonadaceae;Cellulomonas
13810	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
13814	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
13815	TM7;TM7_genera_incertae_sedis
13817	Bacteroidetes;Bacteroidetes;Bacteroidales;Porphyromonadaceae;Paludibacter
13821	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
13822	Proteobacteria;Betaproteobacteria
13824	Firmicutes;Clostridia;Clostridiales
13825	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
13828	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae;Leadbetterella
13844	Proteobacteria;Alphaproteobacteria
13849	Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio
13859	Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae
13862	Bacteroidetes
13866	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Naxibacter
13868	Proteobacteria;Betaproteobacteria
13870	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp25
13873	
13882	Bacteroidetes;Sphingobacteria;Sphingobacteriales
13885	Firmicutes;Clostridia;Clostridiales
13891	Proteobacteria
13897	Bacteroidetes;Sphingobacteria;Sphingobacteriales
13900	Bacteroidetes
13903	Proteobacteria;Betaproteobacteria
13907	Proteobacteria;Alphaproteobacteria;Rhizobiales
13916	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
13921	
13923	
13927	Bacteroidetes;Bacteroidetes;Bacteroidales;Prevotellaceae;Prevotella
13939	Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae
13947	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae;Nocardioidaceae;Kribbella
13949	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amaricoccus
13950	
13958	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
13961	Proteobacteria;Alphaproteobacteria;Rhizobiales
13972	Firmicutes
13975	Proteobacteria;Alphaproteobacteria;Rhizobiales
13979	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Photobacterium
13988	Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacterium
13990	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Actinomycineae;Actinomycetaceae;Actinomyces
14001	Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
14003	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
14020	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae;Niastella
14021	Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Elizabethkingia
14025	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Crenotrichaceae;Terrimonas
14027	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
14032	Proteobacteria;Alphaproteobacteria
14035	Bacteroidetes;Sphingobacteria;Sphingobacteriales
14041	Firmicutes;Clostridia;Clostridiales
14042	Proteobacteria
14043	Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella
14045	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae;Niastella
14050	Proteobacteria;Betaproteobacteria
14055	Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
14059	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae
14065	
14066	Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium
14069	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Microvirga
14075	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae
14083	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium
14085	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
14086	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
14087	Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Vagococcus
14088	
14091	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae;Rubrobacteraceae;Solirubrobacter
14092	
14093	Proteobacteria;Alphaproteobacteria;Rhizobiales
14094	
14097	Proteobacteria;Deltaproteobacteria;Myxococcales;Sorangineae;Polyangiaceae
14098	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
14099	Proteobacteria
14100	
14101	
14103	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
14107	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptosporangineae;Thermomonosporaceae;Actinomadura
14108	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
14110	Proteobacteria
14111	Proteobacteria;Alphaproteobacteria
14113	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptomycineae;Streptomycetaceae;Kitasatospora
14117	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
14119	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae Incertae Sedis
14121	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
14130	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
14131	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Crenotrichaceae;Terrimonas
14134	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
14136	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
14139	TM7;TM7_genera_incertae_sedis
14143	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
14146	
14148	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
14159	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
14160	Bacteroidetes;Sphingobacteria;Sphingobacteriales
14166	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Crenotrichaceae;Terrimonas
14169	Bacteroidetes;Sphingobacteria;Sphingobacteriales
14170	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
14183	Bacteroidetes
14187	
14191	Proteobacteria;Alphaproteobacteria;Rhizobiales
14194	Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Bacteriovorax
14195	Bacteroidetes;Sphingobacteria;Sphingobacteriales
14199	Proteobacteria
14210	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
14212	
14215	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae
14219	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus
14224	
14227	Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
14228	Firmicutes;Clostridia;Clostridiales;Incertae Sedis XIII;Anaerovorax
14230	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
14243	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
14245	Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacterineae
14247	OD1;OD1_genera_incertae_sedis
14256	Proteobacteria
14257	Proteobacteria;Alphaproteobacteria
14260	Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae
14261	Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Weissella
14263	Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Rickettsiella
14264	Proteobacteria
14278	Proteobacteria;Alphaproteobacteria
14283	
14287	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae
14303	
14306	Proteobacteria;Deltaproteobacteria
14307	
14311	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
14321	Cyanobacteria;Cyanobacteria;Chloroplast;Streptophyta
14322	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
14323	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae
14326	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter
14340	Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillaceae 1;Cohnella
14341	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia
14343	Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Chryseobacterium
14348	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
14349	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae;Niastella
14351	
14353	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
14355	Root
14359	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae;Nocardioidaceae;Aeromicrobium
14360	
14366	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
14369	Bacteroidetes
14371	Proteobacteria;Betaproteobacteria;Burkholderiales;Incertae sedis 5
14373	
14374	
14379	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
14389	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
14392	Bacteroidetes;Sphingobacteria;Sphingobacteriales
14394	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
14395	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
14397	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae;Actinoplanes
14413	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Actinomycineae;Actinomycetaceae;Actinobaculum
14414	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
14421	
14424	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptosporangineae;Streptosporangiaceae
14427	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae
14452	Firmicutes;Clostridia;Clostridiales
14455	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae
14457	
14463	
14474	
14476	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Crenotrichaceae
14480	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae
14481	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae
14483	
14486	Proteobacteria
14487	Bacteroidetes;Sphingobacteria;Sphingobacteriales
14489	Proteobacteria
14490	Nitrospira;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira
14491	
14494	Proteobacteria;Gammaproteobacteria
14502	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae
14509	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae
14517	Bacteroidetes
14518	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Microbacteriaceae;Agrococcus
14521	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae
14524	
14532	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
14536	Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridiaceae 1;Clostridium
14537	
14542	Firmicutes;Bacilli;Bacillales;Bacillaceae
14544	
14545	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae
14548	
14553	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Sphingobacteriaceae
14556	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium
14558	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium
14565	Proteobacteria;Betaproteobacteria
14566	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Microbacteriaceae
14567	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Sphingobacteriaceae;Pedobacter
14568	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae
14569	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae
14575	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
14576	Proteobacteria
14581	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
14592	Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae
14594	
14595	Bacteroidetes;Sphingobacteria;Sphingobacteriales
14596	Proteobacteria
14600	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
14601	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae
14602	
14606	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
14608	
14610	Proteobacteria;Betaproteobacteria;Burkholderiales;Incertae sedis 5
14616	Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinomonas
14631	Nitrospira;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira
14632	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
14636	Bacteroidetes;Bacteroidetes;Bacteroidales;Prevotellaceae
14651	Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae;Leptotrichia
14652	
14653	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
14657	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae
14658	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae;Nocardioidaceae;Friedmanniella
14661	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Polaromonas
14670	
14675	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillaceae 1;Bacillus;Bacillus c
14679	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
14680	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium
14687	Proteobacteria;Alphaproteobacteria
14690	
14696	Bacteroidetes;Sphingobacteria;Sphingobacteriales
14699	Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae
14700	Proteobacteria;Alphaproteobacteria;Rhizobiales
14705	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
14706	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
14714	
14720	Proteobacteria
14721	Proteobacteria;Alphaproteobacteria;Rhizobiales
14731	
14733	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
14734	Proteobacteria;Alphaproteobacteria;Rhizobiales
14742	
14743	OD1;OD1_genera_incertae_sedis
14746	Actinobacteria;Actinobacteria;Actinobacteridae
14747	Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Veillonella
14753	Proteobacteria
14755	Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
14759	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
14766	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
14770	Firmicutes;Bacilli;Bacillales;Bacillaceae
14777	Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Actinobacillus
14779	
14781	
14785	
14786	Proteobacteria
14799	
14809	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
14816	TM7;TM7_genera_incertae_sedis
14818	Cyanobacteria;Cyanobacteria
14821	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
14824	OD1;OD1_genera_incertae_sedis
14832	
14839	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
14845	
14846	
14847	Proteobacteria;Alphaproteobacteria
14848	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
14850	Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
14851	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis
14854	Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Aquicella
14855	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae
14860	Bacteroidetes
14862	
14867	
14868	Proteobacteria;Alphaproteobacteria;Rhizobiales
14877	
14878	Bacteroidetes;Bacteroidetes;Bacteroidales;Prevotellaceae
14879	
14891	Bacteroidetes
14893	Bacteroidetes;Bacteroidetes;Bacteroidales;Bacteroidaceae;Bacteroides
14894	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae
14901	
14903	
14904	
14906	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Rothia
14909	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Actinomycineae;Actinomycetaceae
14918	Proteobacteria
14919	Proteobacteria;Alphaproteobacteria
14929	Cyanobacteria;Cyanobacteria;Family V;GpV
14931	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
14932	Bacteroidetes;Bacteroidetes;Bacteroidales;Bacteroidaceae;Bacteroides
14935	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
14937	
14940	Proteobacteria;Betaproteobacteria
14943	
14945	
14946	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae;Rubrobacteraceae;Solirubrobacter
14950	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
14966	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
14997	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Rhodopila
14999	Proteobacteria;Alphaproteobacteria
15000	Bacteroidetes;Sphingobacteria;Sphingobacteriales
15003	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae
15015	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Oxalobacter
15017	
15019	
15020	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae
15023	Proteobacteria;Alphaproteobacteria;Rhizobiales
15033	Proteobacteria
15036	
15039	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
15046	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae;Hymenobacter
15048	Bacteroidetes;Sphingobacteria;Sphingobacteriales
15053	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Duganella
15058	
15062	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
15065	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Cellulomonadaceae;Cellulomonas
15075	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae;Adhaeribacter
15078	
15083	Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
15090	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter
15092	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp16
15093	Firmicutes;Clostridia;Clostridiales;Incertae Sedis XI
15095	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Sphingobacteriaceae;Pedobacter
15099	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
15100	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
15103	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae;Rubrobacteraceae;Solirubrobacter
15104	OD1;OD1_genera_incertae_sedis
15112	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp16
15113	
15117	
15120	Proteobacteria;Alphaproteobacteria;Rhizobiales
15122	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
15129	Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella
15139	Root
15142	Bacteroidetes
15143	
15147	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Sphingobacteriaceae
15149	
15153	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae
15155	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
15160	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae
15161	Cyanobacteria;Cyanobacteria;Chloroplast;Bacillariophyta
15167	Cyanobacteria;Cyanobacteria;Chloroplast;Streptophyta
15170	
15174	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Crenotrichaceae
15175	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium
15176	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
15181	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae
15182	
15191	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae;Larkinella
15192	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
15200	
15211	Proteobacteria
15223	Firmicutes;Bacilli;Bacillales;Planococcaceae;Sporosarcina
15231	Bacteroidetes;Sphingobacteria;Sphingobacteriales
15241	
15244	Bacteroidetes
15259	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
15260	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Microbacteriaceae;Cryobacterium
15265	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae
15267	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
15272	
15275	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium
15277	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
15278	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae Incertae Sedis
15279	
15283	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae;Rubrobacteraceae;Rubrobacter
15290	
15292	
15293	Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae
15295	
15299	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae
15300	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Opitutaceae;Opitutus
15301	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae
15306	
15308	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Frankineae;Kineosporiaceae;Kineosporia
15313	
15314	
15317	WS3;WS3_genera_incertae_sedis
15319	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
15321	
15324	Cyanobacteria;Cyanobacteria;Chloroplast;Streptophyta
15327	Proteobacteria;Betaproteobacteria
15330	Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
15332	
15343	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
15344	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae;Nocardioidaceae;Nocardioides
15345	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
15349	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae
15358	Proteobacteria
15359	Proteobacteria;Alphaproteobacteria
15362	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Belnapia
15365	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
15366	Proteobacteria
15371	
15373	Proteobacteria
15374	
15379	
15383	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae;Patulibacteraceae;Patulibacter
15388	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
15390	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Crenotrichaceae;Terrimonas
15396	Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae;Leptotrichia
15401	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
15405	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Frankineae;Geodermatophilaceae;Modestobacter
15407	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
15410	Proteobacteria;Alphaproteobacteria
15412	Proteobacteria;Alphaproteobacteria;Rhizobiales
15417	Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae
15427	Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
15428	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Nocardiaceae;Rhodococcus
15431	Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus
15432	Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Veillonella
15434	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
15436	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Frankineae;Geodermatophilaceae
15437	Bacteroidetes;Bacteroidetes;Bacteroidales;Bacteroidaceae;Bacteroides
15444	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae
15447	
15450	Bacteroidetes
15451	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
15452	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
